# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 0, # of bits of bin_var = 292, constr_violation, rank, crowding_distance
2.000000e+00	1.340000e+02	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0.000000e+00	1	1.000000e+14
2.000000e+00	1.510000e+02	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0.000000e+00	8	1.000000e+14
1.000000e+00	1.480000e+02	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0.000000e+00	5	1.000000e+14
3.000000e+00	1.420000e+02	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0.000000e+00	3	1.000000e+14
1.000000e+00	1.450000e+02	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	1	0.000000e+00	3	1.000000e+14
1.000000e+00	1.500000e+02	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0.000000e+00	7	1.000000e+14
1.000000e+00	1.470000e+02	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0.000000e+00	4	1.000000e+14
1.000000e+00	1.360000e+02	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0.000000e+00	1	1.000000e+00
1.000000e+00	1.560000e+02	1	1	0	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0.000000e+00	8	1.000000e+14
3.000000e+00	1.440000e+02	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0.000000e+00	4	1.000000e+14
